Timestamp,gas,humidity,temp,tdsValue,water_temp,ph,heater,fan,O2,filtering,pump1,pump2,feed,led
2025-08-25 10:20:50,253.7,82.7,17.6,311.9,29.9,6.6,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:48,258.9,83.1,17.5,308.6,29.9,6.7,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:46,260.1,82.8,17.6,314.3,29.9,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:44,253,81.8,17.4,317.6,29.8,6.7,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:42,247.5,79.9,17.5,310.8,30,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:40,246,79.3,17.3,308.1,30.1,6.7,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:38,238.4,80.1,17.4,314.9,30.2,6.7,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:36,242.7,81.1,17.5,320.7,30.4,6.7,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:34,237.8,81.4,17.9,330.1,30.6,6.7,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:32,236.1,79.4,17.9,332,30.8,6.7,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:30,240.7,78.1,17.7,333.2,31.1,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:28,244.7,76.9,17.4,338.9,31.1,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:26,250.2,75.8,17.4,335.5,30.8,6.7,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:24,242.7,76.9,17.7,345.1,30.6,6.7,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:22,237.7,75.7,17.9,337.3,30.8,6.7,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:20,240.2,75,18.1,334,30.6,6.7,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:18,243.4,73.6,17.7,340,30.3,6.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:16,241.4,74,18.1,330.7,30.5,6.7,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:14,242.3,73.6,18.2,325.4,30.4,6.7,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:12,244.1,74.1,18.2,325,30.2,6.7,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:10,245.3,75.7,18.1,315.5,30.1,6.8,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:08,242.6,75.6,18.2,316.7,30.2,6.8,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:06,240,77.4,17.8,309.7,30.4,6.7,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:04,240.4,78.9,18,306.6,30.5,6.7,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:20:02,233.7,79.4,18.1,309.9,30.6,6.8,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:20:00,227.7,79.9,18,318.2,30.5,6.7,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:58,219.7,79.7,17.9,327.4,30.5,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:56,216,79.8,18.2,329.3,30.7,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:54,217.4,79.9,18.1,323.9,30.9,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:52,223.2,78.5,17.8,329.4,30.8,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:50,220.3,78.4,18,336.2,31,6.7,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:48,226,79.7,17.7,331.3,31,6.7,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:46,221.2,78.5,17.6,331.6,31,6.7,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:44,218,76.9,17.6,339.7,30.8,6.7,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:42,224.9,75.5,17.4,346.7,30.9,6.6,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:40,230.4,73.8,17.6,346.4,31.1,6.7,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:38,234.9,73.6,17.8,345.8,31,6.7,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:36,241.4,74.8,17.8,346.9,30.9,6.7,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:34,243.9,76.2,18.1,343.1,31.1,6.6,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:32,248.4,75.2,18,350.2,31.1,6.6,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:30,242.1,76.1,18,344.5,31.2,6.6,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:28,235,77,17.9,335.8,31.3,6.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:26,240.3,78.8,17.6,327.3,31.1,6.6,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:24,236.2,79.2,17.6,328.9,31,6.6,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:22,239.4,79.5,17.3,332.3,31.2,6.6,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:20,235.2,80.5,17.6,325.6,31.1,6.6,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:18,236.8,79.8,17.4,330,31.4,6.6,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:16,243.5,78.2,17.6,330.7,31.7,6.6,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:14,244.9,78.7,17.5,338.9,31.9,6.6,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:12,244.4,80,17.5,334.9,32,6.6,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:10,247.9,81.2,17.1,336.2,31.8,6.5,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:08,253.3,80.4,17.2,332,31.9,6.5,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:06,249.2,78.9,17.3,325.9,31.7,6.5,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:04,252.9,77.4,17,323.5,31.8,6.4,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:19:02,247.5,76.4,17,331.8,31.6,6.5,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:19:00,246,75.8,17.4,334.3,31.7,6.4,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:58,240,75.5,17.2,332.9,32,6.4,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:56,233.9,76.6,17.6,333,32,6.4,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:54,230.9,76.9,17.9,335.1,31.9,6.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:52,224.9,76,18.3,325.3,31.9,6.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:50,218.4,75.5,18.4,331.2,31.8,6.5,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:48,216.8,77.5,18.3,332.1,32,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:46,213.2,78.2,18.1,329.1,32,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:44,211.1,78.8,18.2,331.3,32,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:42,217.4,78.1,18.4,324.8,32,6.5,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:40,213.7,80,18.5,315.3,32,6.4,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:38,215.1,80.2,18.8,308.9,32,6.4,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:36,222.2,80.9,18.7,311.8,32,6.4,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:34,223.1,79.9,19.1,307.9,31.9,6.5,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:32,217.4,81.1,19.1,307.8,32,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:30,222.5,81.1,19.3,298.6,32,6.5,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:28,221.8,80.9,19.5,305.8,31.9,6.5,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:26,226.9,79,19.8,314.4,31.7,6.5,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:24,232,79.4,19.6,316.2,31.5,6.5,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:22,231.2,78.2,19.6,313.4,31.6,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:20,230.6,76.7,19.7,316.8,31.7,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:18,222.7,76,20,321.7,31.7,6.5,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:16,221.3,74.4,19.7,330.9,31.9,6.5,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:14,219.8,72.8,20.1,340.5,31.8,6.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:12,219.5,71.3,20.4,334.3,31.6,6.5,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:10,211.5,69.8,20.1,326.1,31.4,6.5,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:08,206.1,70,19.8,320.1,31.2,6.5,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:06,210.3,69,19.5,325.2,31.5,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:04,209.7,68.4,19.1,323.6,31.6,6.5,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:18:02,202.1,67.5,19.1,317.6,31.4,6.5,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:18:00,209.1,68,19.2,322.3,31.3,6.5,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:58,208.2,67.4,19.3,329.9,31.3,6.5,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:56,201,66,19,320.6,31.4,6.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:54,200.7,64.3,18.8,316.6,31.7,6.6,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:52,198.4,66,18.6,308.1,31.8,6.5,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:50,192.5,64.2,18.5,305,31.9,6.5,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:48,189.2,64.3,18.4,296.4,32,6.5,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:46,181.9,64.4,18.1,294.8,31.9,6.6,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:44,175.1,62.6,17.8,302.7,32,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:42,178.8,61.2,17.7,301.6,31.8,6.5,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:40,185,60.2,17.9,294,31.6,6.5,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:38,191.5,59.8,18.1,294.3,31.7,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:36,198.4,61.7,18.4,293.1,31.9,6.4,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:34,205.2,60.7,18.3,289.3,31.8,6.4,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:32,201.9,60.1,18.6,289,31.8,6.4,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:30,202.1,59.8,19,294,31.7,6.4,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:28,203.3,60.8,18.8,294.7,31.6,6.4,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:26,198.7,62.6,19.2,288.3,31.7,6.4,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:24,206.4,64.6,19.3,292.6,31.8,6.4,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:22,203.2,66.4,19.6,288.9,32,6.5,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:20,210.1,65.1,19.3,292.2,31.8,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:18,204.1,65.7,19,297.7,32,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:16,200.9,66.9,19.3,307.2,31.8,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:14,193.3,65.6,19.6,299.4,31.6,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:12,197.4,65.6,19.5,302.6,31.3,6.4,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:10,190.6,65.3,19.4,309.6,31.4,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:08,193.6,64.4,19.3,299.8,31.5,6.5,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:17:06,187.2,64.8,19.1,308.4,31.7,6.5,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:04,187.6,64.8,19,304.9,31.6,6.5,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:02,184,65.6,18.9,308.7,31.4,6.5,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:17:00,191,67.5,18.8,302.4,31.3,6.5,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:58,195.6,67.3,18.6,294.6,31.1,6.5,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:56,190,68.7,18.5,293.5,30.9,6.5,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:54,190.1,68.1,18.4,287.7,31.1,6.5,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:52,189.1,66.7,18.5,281.4,31.2,6.4,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:50,196.6,66.4,18.6,290.9,31,6.4,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:48,202.3,68.1,18.8,295.8,31.1,6.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:46,204.2,68.4,18.4,297.4,31.3,6.4,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:44,199.7,66.8,18.1,289.6,31.5,6.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:42,203.4,67.8,18.5,296.3,31.4,6.4,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:40,201.5,67.2,18.7,299.2,31.2,6.4,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:38,198.4,66.4,18.7,301.3,30.9,6.4,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:36,191.9,66.3,18.9,304.2,31.1,6.4,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:34,194.8,68.3,19.2,303.5,31,6.4,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:32,199.9,66.5,19.5,309,31,6.4,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:30,201.9,66.9,19.8,310.4,31.2,6.4,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:28,202.6,66.4,19.6,310.5,31.1,6.4,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:26,201.9,65.7,19.8,307.9,31.1,6.4,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:24,201.7,64.6,19.5,307.4,31.3,6.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:22,201.4,62.9,19.7,302.6,31.4,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:20,203.5,61.6,19.5,302.7,31.2,6.5,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:18,200.7,60.5,19.5,310.8,30.9,6.6,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:16,198.8,61.6,19.2,310.5,31.2,6.5,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:14,200.8,63.2,19.6,308.2,31.4,6.6,ON,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:12,195.2,61.5,19.7,306.5,31.4,6.5,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:10,198.1,60.5,19.6,311.1,31.6,6.5,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:08,192.5,61.9,19.7,320.6,31.3,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:06,189.1,63.2,19.4,313.6,31.3,6.6,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:04,183.7,63.6,19.7,312.1,31.2,6.5,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:16:02,179.1,63,19.4,312.9,31.2,6.5,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:16:00,184.5,63.2,19.2,306.9,30.9,6.5,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:58,188.6,63.5,19.4,304.8,31.2,6.5,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:56,191.6,61.8,19.1,302.2,31.2,6.5,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:54,191.5,60.4,18.9,301.7,31,6.5,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:52,187,60,18.9,301.4,31.3,6.5,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:50,187.2,59.5,18.9,297.3,31.5,6.5,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:48,190.9,61.4,18.6,293.3,31.3,6.5,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:46,194.3,60.7,18.7,283.8,31.1,6.5,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:44,188,59.6,18.3,274.1,31.1,6.5,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:42,188.6,58.3,18.6,272,31.4,6.5,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:40,186.4,57.2,18.5,275.5,31.3,6.6,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:38,183.8,56.4,18.4,267.6,31.1,6.5,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:36,190.7,54.5,18.7,267,31.3,6.5,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:34,191.2,52.7,18.7,261.8,31.2,6.4,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:32,197.7,53.1,18.6,258,31.1,6.4,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:30,189.8,51.5,18.7,258.7,31.2,6.5,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:28,197,51.3,18.9,255,31.1,6.4,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:26,199.6,53.2,19.2,255.4,31.1,6.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:24,194.9,54.6,19.2,260.6,30.9,6.4,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:22,197.6,56.2,19.2,255.3,31.1,6.4,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:20,195.5,54.3,19,247.6,31,6.3,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:18,190.6,52.8,19,249.8,30.8,6.4,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:16,190.1,51.7,19.1,242.1,30.7,6.3,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:14,186.6,52.1,19.5,237.4,30.5,6.3,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:15:12,190.4,53,19.5,234.7,30.6,6.3,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:10,188.1,51.1,19.1,234.1,30.8,6.3,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:08,189.9,51.7,18.7,234.3,30.9,6.4,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:06,190.6,52.2,18.4,232,30.9,6.3,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:04,195.2,51.3,18.8,230.6,30.7,6.4,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:02,191.7,49.6,19.1,220.9,30.8,6.4,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:15:00,197.1,49.5,18.8,220.4,30.7,6.4,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:58,197.8,49.4,18.8,223.4,30.8,6.4,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:56,197.8,50,18.5,226.5,30.9,6.3,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:54,191.8,50.4,18.8,222.2,30.7,6.3,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:52,184.8,49.6,18.9,219.3,31,6.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:50,179.9,49.1,18.5,229,30.9,6.2,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:48,181.9,49.4,18.9,231.1,30.9,6.2,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:46,175.3,49,19.1,235.9,30.9,6.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:44,173.1,49.3,18.8,238.4,31,6.3,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:42,177.3,51.3,19.1,245.2,31.1,6.3,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:40,171,51.1,19.3,235.3,31,6.3,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:38,178,52,19.3,238.9,31.2,6.2,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:36,176.7,52.8,19.5,237.6,31.4,6.3,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:34,184.3,54.3,19.4,236.9,31.2,6.3,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:32,189.8,55.7,19.4,243.8,31.1,6.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:30,187.4,56,19.3,243.9,31.1,6.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:28,194.5,54.3,19.5,246.2,31.2,6.2,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:26,200,53.6,19.5,242.8,31.4,6.2,ON,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:24,207.8,51.9,19.3,237.8,31.5,6.2,ON,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:22,213.8,52.7,19.1,235.1,31.6,6.2,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:20,210.2,54.6,19.4,244.3,31.4,6.1,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:18,206.9,54.7,19.6,253.1,31.2,6.2,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:16,206.6,55.8,19.5,263.1,31,6.1,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:14,204.1,55.2,19.4,265.5,31.3,6.2,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:12,207.7,53.9,19.6,266.2,31.4,6.2,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:10,214.8,52.1,19.8,263.6,31.2,6.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:08,215.6,53.6,20,261.7,31.3,6.2,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:06,212.4,55.5,20.2,256.7,31.4,6.1,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:04,220.2,56.3,20.3,246.9,31.5,6.2,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:14:02,225.4,57.3,19.9,246.3,31.7,6.1,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:14:00,229.4,59.1,19.8,248.6,31.7,6.1,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:13:58,229.3,59.9,19.8,257.3,31.7,6.1,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF
2025-08-25 10:13:56,236,60.9,19.4,263.2,31.6,6.1,OFF,ON,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:13:54,234.7,60.1,19.7,257.1,31.8,6.1,ON,OFF,ON,ON,OFF,OFF,OFF,OFF
2025-08-25 10:13:52,235.2,60.6,20,254.9,32,6.2,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF
2025-08-25 10:13:50,230.9,58.9,20.2,257.9,31.9,6.2,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF
